"id","ident","type","name","latitude_deg","longitude_deg","elevation_ft","continent","iso_country","iso_region","municipality","scheduled_service","gps_code","iata_code","local_code","home_link","wikipedia_link","keywords"
30525,"ESTT","small_airport","Vellinge Airfield",55.3912021148,13.0221033096,12,"EU","SE","SE-M","Vellinge","no","ESTT",,,"http://www.estt.se/front/","https://en.wikipedia.org/wiki/Vellinge_Airport","Vellinge/Söderslätt Airfield"
29373,"ESUA","closed","Åmsele Air Base",64.570602416992,19.314100265503,,"EU","SE","SE-AC","Åmsele","no",,,,,,"ESUA, ESUA"
29374,"ESUB","small_airport","Arbrå Airfield",61.512501,16.372499,,"EU","SE","SE-X","Arbrå","no","ESUB",,,,,
2713,"ESUD","medium_airport","Storuman Airport",64.960899,17.6966,915,"EU","SE","SE-AC","Storuman","no","ESUD","SQO",,,"https://en.wikipedia.org/wiki/Storuman_Airport",
29375,"ESUE","small_airport","Idre Airport",61.869701,12.6894,1480,"EU","SE","SE-W","Idre","no","ESUE","IDB",,"https://www.idrefjallensairport.se/",,
29376,"ESUF","closed","Fällfors Air Base",65.107597351074,20.761100769043,,"EU","SE","SE-AC","Fällfors","no",,,,,,"ESUF, ESUF"
29377,"ESUG","small_airport","Gargnäs Airfield",65.305298,17.9755,,"EU","SE","SE-AC","Gargnäs","no","ESUG",,,,,
29378,"ESUH","small_airport","Myran Airfield",62.632469,17.981701,,"EU","SE","SE-Y","Härnösand","no","ESUH",,,,,
30129,"ESUI","small_airport","Mellansel Airfield",63.391806,18.319471,310,"EU","SE","SE-Y","Mellansel","no","ESUI",,,,,
29379,"ESUJ","small_airport","Tälje Airfield",62.5653,15.8347,446,"EU","SE","SE-Y","Ånge","no","ESUJ",,,,,
2714,"ESUK","small_airport","Kalixfors Airfield",67.764801,20.2572,1549,"EU","SE","SE-BD",,"no","ESUK",,,,"https://sv.wikipedia.org/wiki/Kalixfors_flygbas",
29380,"ESUL","small_airport","Ljusdal Airfield",61.817001,16.004299,500,"EU","SE","SE-X","Ljusdal","no","ESUL",,,,,
29381,"ESUM","small_airport","Mohed Airfield",61.291199,16.8463,200,"EU","SE","SE-X","Mohed","no","ESUM",,,,"https://sv.wikipedia.org/wiki/S%C3%B6derhamn-Mohed_flygf%C3%A4lt",
29909,"ESUO","small_airport","Graftavallen Airfield",63.041698,14.0014,1640,"EU","SE","SE-Z","Graftavallen","no","ESUO",,,,,
2715,"ESUP","small_airport","Pajala Airport",67.244569,23.074894,542,"EU","SE","SE-BD",,"yes","ESUP","PJA",,,"https://en.wikipedia.org/wiki/Pajala_Airport",
29382,"ESUR","small_airport","Ramsele Airfield",63.490299,16.4834,,"EU","SE","SE-Y","Sollefteå","no","ESUR",,,,,
29383,"ESUS","small_airport","Åsele Airfield",64.155938,17.285045,,"EU","SE","SE-AC","Åsele","no","ESUS",,,,,
2716,"ESUT","small_airport","Hemavan Airport",65.806099,15.0828,1503,"EU","SE","SE-AC","Hemavan","yes","ESUT","HMV",,,"https://en.wikipedia.org/wiki/Hemavan_Airport",
29384,"ESUV","small_airport","Älvsbyn Airfield",65.645699,21.0611,,"EU","SE","SE-BD","Älvsbyn","no","ESUV",,,,"https://sv.wikipedia.org/wiki/%C3%84lvsbyn-H%C3%B6gheden_flygf%C3%A4lt","Alvsby"
29385,"ESUY","small_airport","Edsby Airfield",61.386732,15.833166,,"EU","SE","SE-X","Edsbyn","no","ESUY",,,,,"Edsby Flygplats"
29386,"ESVA","small_airport","Avesta Airfield",60.180401,16.122801,,"EU","SE","SE-W","Avesta","no","ESVA",,,,,
29739,"ESVB","small_airport","Bunge Airfield",57.849701,19.035,69,"EU","SE","SE-I","Bunge","no","ESVB",,,,"https://en.wikipedia.org/wiki/Bunge_Airbase","Bunge Flygfält"
29387,"ESVG","small_airport","Gagnef Airfiekld",60.551701,15.0816,,"EU","SE","SE-W","Djurås","no","ESVG",,,,,
29388,"ESVH","small_airport","Hällefors Airfield",59.867401,14.4239,,"EU","SE","SE-T","Hällefors","no","ESVH",,,,"https://sv.wikipedia.org/wiki/H%C3%A4llefors_flygf%C3%A4lt",
29389,"ESVK","small_airport","Katrineholm Airfield",59.022301,16.220301,148,"EU","SE","SE-D","Katrineholm","no","ESVK",,,,,
29390,"ESVM","small_airport","Skinnlanda Airfield",60.658798,13.7266,,"EU","SE","SE-W","Malung","no","ESVM",,,,,
29391,"ESVQ","small_airport","Köping/Gålby flygfält",59.5275,15.9697,23,"EU","SE","SE-U","Köping","no","ESVQ",,,,"https://sv.wikipedia.org/wiki/K%C3%B6ping/G%C3%A5lby_flygf%C3%A4lt",
29392,"ESVS","small_airport","Siljansnäs Air Park",60.785099,14.8272,611,"EU","SE","SE-W","Siljansnäs","no","ESVS",,,"http://www.siljansnasfk.com","http://sv.wikipedia.org/wiki/Siljan_airpark",
